symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,UpdateTime,address2,lastDividendDate,impliedSharesOutstanding,toCurrency,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,preMarketSource,regularMarketChangePercent,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
THTX,H3A 1T8,Healthcare,54.0,"Theratechnologies Inc., a biopharmaceutical company, focuses on the development and commercialization of various therapies to address the unmet medical needs in the United States, Canada, and Europe. The company offers EGRIFTA and EGRIFTA SV, for the reduction of excess abdominal fat in human immunodeficiency virus (HIV)-infected patients with lipodystrophy; and Trogarzo, an injection refers to ibalizumab for the treatment of multidrug resistant HIV-1 infected patients. Its pipeline products include F8 Formulation for the treatment of lipodystrophy in people living with HIV; TH-1902 for the treatment of triple negative breast cancer; and TH-1904 for the treatment of ovarian cancer. The company was incorporated in 1993 and is headquartered in Montreal, Canada.",Montreal,514 336 7800,QC,Canada,[],http://www.theratech.com,1,2015 Peel Street,514 331 9691,Drug Manufacturers—Specialty & Generic,-0.16603,-0.36562002,0.68568003,-13957000.0,-0.018,-0.29118,-10919000.0,,none,44032000.0,-8134750.0,,3.61,,2.592,-0.097399995,,,138.015,-0.78753,,56716000.0,55761000.0,65764000.0,0.6,USD,0.833,1.729,,NCM,Theratechnologies Inc.,Theratechnologies Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_754820,884fbfec-7a61-3b13-b77d-a67bfc89456f,us_market,,5.567,,-33.528,,,,,94601104.0,,,,,214896.0,0.0023,,1606694400.0,0.24747999,-24045000.0,,,,,0.01184,1669766400.0,,1614470400.0,2.97,1620950400.0,86537292.0,1.748187,366097216.0,4,,,,,,,5.222983,1623715200.0,,,,,0.0023,261095.0,,,3.63,3.6,3.38,,0.0,,3.61,,179275.0,3.63,3.674,,3.6,179275.0,,,,,,,3.5,USD,,229708.0,,,,343484256.0,,,124701.0,3.5,3.51,800.0,229708.0,4.25,,,1.83,3.5,False,,3000.0,3.61,3.61,https://logo.clearbit.com/theratech.com,2021-08-08,11th Floor,,,,,,,,,,,,,,,,,,,,,,,,
PROF,L4W 5K5,Healthcare,109.0,"Profound Medical Corp., together with its subsidiaries, operates as a medical technology company that develops magnetic resonance guided ablation procedures for treatment of prostate disease, uterine fibroids, and palliative pain treatment in Canada, Germany, the United States, and Finland. Its lead product TULSA-PRO system used for magnetic resonance imaging scanner in hospitals and treatment facilities. The company also offers Sonalleve, a therapeutic platform for the treatment of uterine fibroids and palliative pain relief associated with metastases in bone, as well as non-invasive treatment of uterine fibroids. Profound Medical Corp. is headquartered in Mississauga, Canada.",Mississauga,647 476 1350,ON,Canada,[],http://www.profoundmedical.com,1,2400 Skymark Avenue,647 847 3739,Medical Devices,-2.9495199,0.0,0.47907,-19665000.0,-0.387,-2.99971,-20219000.0,,none,3474000.0,-13897100.0,,16.39,,23.394,-0.16259001,,,1.73,-0.36099,,78513000.0,1616000.0,6855000.0,3.859,USD,0.367,21.342,,NCM,Profound Medical Corp.,Profound Medical Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_108191898,eb970203-d64f-3491-a67a-22dfef93037c,us_market,,43.041,,-14.592,,,,,20347000.0,,,,,587930.0,0.028900001,,1609372800.0,0.59324,-26438000.0,,,,,0.02032,1672444800.0,,1617148800.0,11.1,1619740800.0,17724435.0,1.576796,295045312.0,2,,,,,,,48.648773,1622160000.0,,,,,,440858.0,,,17.55,17.455,20.02418,,0.0,,17.53,,210662.0,17.55,16.269428,,17.455,210662.0,,,,,,,16.32,USD,,136350.0,,,,333487328.0,,,65220.0,16.32,14.19,1100.0,136350.0,28.97,,,13.43,14.08,False,,900.0,17.53,16.39,https://logo.clearbit.com/profoundmedical.com,2021-08-08,Unit 6,,,,,,,,,,,,,,,,,,,,,,,,
EXFO,G1M 2K2,Technology,1814.0,"EXFO Inc. provides test, monitoring, and analytics solutions for fixed and mobile network operators, web-scale companies, and optical component and network equipment manufacturers in the communications industry. It offers field network testing products, such as copper/DSL testing, dispersion analysis, fiber inspection, light sources, live fiber detection, network protocol testing, optical fiber multimeter, optical loss testing, OTDR and iOLM, power meters, spectral testing, test function virtualization, test reporting and automation, and variable attenuators products, as well as modular test platforms. The company also provides lab and manufacturing testing products, including electrical BER tester/sampling oscilloscope, network protocol testing products, network simulation and load testing products, optical benchtop kits, optical communication analyzers, optical light sources, optical power meters, optical spectrum analyzers, switch and utility modules, test platforms, variable attenuators, tunable optical filters, optical component testers, and tunable laser sources; and service assurance solutions, such as service assurance and network performance monitoring, real-time active topology, network troubleshooting, geolocated RF and RAN optimization, fronthaul remote access and monitoring, remote fiber testing system, and real-time automated assurance solutions. In addition, it offers mobile portfolio that consists of network simulators and optical radio frequency test solutions for turning up and troubleshooting fiber-based mobile networks; PC-centric and open-ended platforms with cloud-based software applications; and IP assurance services, as well as monitoring services for 2G, 3G, 4G/LTE, and 5G mobile networks. The company sells products through its direct sales force, sales representatives, and distributors in the Americas, Europe, the Middle-East, Africa, and the Asia-Pacific. EXFO Inc. was founded in 1985 and is headquartered in QuÃ©bec City, Canada.",Quebec City,418 683 0211,QC,Canada,[],http://www.exfo.com,1,400 Godin Avenue,418 683 2170,Communication Equipment,0.04176,-0.02183,0.56719,25916000.0,0.098,-0.00068000006,11860000.0,6.0,hold,151200000.0,19237624.0,6.0,5.69,,1.451,-0.00041,5.0,6.4,10.532,-0.03553,7.25,12534000.0,19600000.0,283982016.0,0.218,USD,5.084,0.854,2.7,NMS,EXFO Inc - Subordinate Voting S,EXFO Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_415760,,us_market,,1.182,,28.31,0.43686867,,0.27,,25820200.0,,,,3.321,18207.0,0.00029999999,,1598832000.0,0.26661,-6200000.0,-0.111,,0.3202082,1.7133393,0.30216998,1661904000.0,,1622419200.0,0.07,1623715200.0,21209684.0,1.464705,335755776.0,2,,,,,,,1.1454395,1626307200.0,5.43,,21.074074,,0.00090000004,37115.0,,,5.73,5.7246,4.5652857,,0.0,,5.72,,196437.0,5.73,5.874,,5.7246,196437.0,,,,,,,5.665,USD,,569226.0,,,,325284224.0,,,253726.0,5.665,5.7,800.0,569226.0,7.24,,,2.55,5.69,False,,900.0,5.72,5.69,https://logo.clearbit.com/exfo.com,2021-08-07,,,57463200.0,,,,,,,,,,,,,,,,,,,,,,
HITI,T3K 2M4,Healthcare,,"High Tide Inc. operates as a vertically-integrated company in the cannabis market in Canada, the United States, and internationally. It engages in the design, manufacture, and distribution of smoking accessories and cannabis lifestyle products. It is also involved in the wholesale and retailing of cannabis products, as well as operates and franchises licensed retail cannabis stores. In addition, the company provides data analytics services, as well as operates Grasscity.com and CBDcity.com platforms. As of June 3, 2021, it operated 88 retail locations in Canada. The company was formerly known as High Tide Ventures Inc. and changed its name to High Tide Inc. in October 2018. High Tide Inc. was founded in 2009 and is headquartered in Calgary, Canada.",Calgary,403 703 4272,AB,Canada,[],http://www.hightideinc.com,1,11127 - 15 Street NE,403 265 4244,Pharmaceutical Retailers,0.11209,-0.17869,0.37744,10503000.0,1.788,0.01395,12078000.0,,none,30775000.0,14911125.0,,6.32,,0.776,0.00796,,,157.183,-0.5969,,17427000.0,84563000.0,107752000.0,0.548,CAD,5.677,0.444,,NCM,High Tide Inc.,High Tide Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_564868709,a433120f-b832-3565-bf74-195b0541de19,us_market,,3.003,,26.787,,,,,48470700.0,,,,,,,,1604102400.0,0.0043,-19254000.0,,,,,0.13412,1667174400.0,,1612051200.0,,,27537068.0,1.074405,323533216.0,2,,,,,,,2.842962,,,,,,,,,,6.36,6.4,8.015893,,0.0,,6.41,,170237.0,6.36,7.0277143,,6.4,170237.0,,,,,,,6.2632,USD,,82384.0,,,,306334848.0,,,330993.0,6.2632,6.36,900.0,82384.0,13.29,,,3.0,6.3,False,,1300.0,6.41,6.32,https://logo.clearbit.com/hightideinc.com,2021-08-08,Suite 112,,,,,,,,,,,,,,,,,,,,,,,,
AXU,V7X 1M9,Basic Materials,130.0,"Alexco Resource Corp. engages in the mineral exploration, and mine development and operational activities primarily in Yukon Territory, Canada. The company explores for silver, lead, zinc, and gold deposits. It owns interests in the majority of the historic Keno Hill Silver District project that comprises the Flame & Moth, Bermingham, Lucky Queen, Bellekeno, and Onek deposits, as well as 722 quartz mining leases, 873 quartz claims, 24 placer mining claims, 1 quartz mining license and 50% of 3 quartz mining leases, 2 crown grants, and 6 fee simple lots and 7 surface leases located in Yukon Territory. Alexco Resource Corp. was incorporated in 2004 and is headquartered in Vancouver, Canada.",Vancouver,604 633 4888,BC,Canada,[],http://www.alexcoresource.com,1,Two Bentall Centre,604 633 4887,Other Precious Metals & Mining,0.0,0.0,-2.10242,-18132000.0,5.725,-3.72922,-22192000.0,2.62,buy,-12570000.0,-24369124.0,3.33,2.02,-0.705,2.008,-0.08158,6.0,3.43,4.237,-0.2552,4.22,24717000.0,6773000.0,6112000.0,0.173,CAD,0.045,1.642,2.2,ASE,Alexco Resource Corp,Alexco Resource Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_24424638,bbb74497-fdfc-32c0-a258-b246626c6881,us_market,,58.368,,-16.075,,,0.32,,150682000.0,,,,1.125,4502184.0,0.031600002,,1609372800.0,0.25386,-39128000.0,-0.236,,,1.7955556,0.03355,1672444800.0,,1617148800.0,5.07,1619740800.0,136771912.0,0.967699,356746240.0,4,,,,,,-0.655,49.800007,1622160000.0,,,6.3125,,0.0327,5179291.0,,,2.11,2.08,2.6584287,,0.0,,2.07,,567500.0,2.11,2.294,,2.08,567500.0,,,,,,,2.0199,USD,,540630.0,,,,304377632.0,,,930792.0,2.0199,2.11,1100.0,540630.0,3.45,,,1.99,2.1,False,,800.0,2.07,2.02,https://logo.clearbit.com/alexcoresource.com,2021-08-08,Suite 1225 555 Burrard Street Box 216,,,,,,,,,,,,,,,,,,,,,,,,
APTO,M2J 4R3,Healthcare,39.0,"Aptose Biosciences Inc., a clinical-stage biotechnology company, discovers and develops personalized therapies addressing unmet medical needs in oncology in the United States. Its clinical programs is APTO-253, which is a Phase 1a/b clinical trial for the treatment of patients with relapsed or refractory blood cancers, including acute myeloid leukemia and high-risk myelodysplastic syndrome. It has an agreement with CrystalGenomics, Inc. to research, develop, and commercialize CG026806 and CG-806, which are in Phase 1a/b clinical trial for the treatment of patients with chronic lymphocytic leukemia, small lymphocytic lymphoma, and certain non-Hodgkin's lymphomas, as well as relapsed/refractory acute myeloid leukemia. The company also has an agreement with OHM Oncology for the development, manufacture, and commercialization of APL-581, a dual bromodomain and extra-terminal domain motif protein and kinase inhibitor program. The company was formerly known as Lorus Therapeutics Inc. and changed its name to Aptose Biosciences Inc. in August 2014. Aptose Biosciences Inc. was incorporated in 1986 and is headquartered in Toronto, Canada.",Toronto,647 479 9828,ON,Canada,[],http://www.aptose.com,1,251 Consumers Road,,Biotechnology,0.0,0.0,0.0,-37838000.0,,0.0,-57649000.0,4.72,buy,,-12535625.0,4.72,2.85,,13.667,-0.37717998,1.0,4.72,0.844,-0.65002996,4.72,103342000.0,829000.0,,1.162,USD,,13.412,2.0,NMS,"Aptose Biosciences, Inc.",Aptose Biosciences Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_121269,,us_market,,,,-2.249,-0.4748491,,-0.54,,88948704.0,,,,1.104,1683187.0,0.0189,,1609372800.0,0.60683995,-57659000.0,-0.654,,0.32161438,2.5815217,0.05066,1672444800.0,,1625011200.0,1.1,1623715200.0,68665762.0,,129643224.0,4,,1412553600.0,1:12,,,,,1626307200.0,,,-5.277777,,0.0191,3032069.0,,,2.61,2.65,4.327986,,0.0,,2.85,,1160737.0,2.61,3.044,,2.65,1160737.0,,,,,,,2.65,USD,,1443024.0,,,,253907904.0,,,1242834.0,2.65,2.85,1800.0,1443024.0,7.27,,,2.55,2.83,False,,3100.0,2.85,2.85,https://logo.clearbit.com/aptose.com,2021-08-08,Suite 1105,,,,,,,,,,,,,,,,,,,,,,,,
BLU,H7V 4A7,Healthcare,32.0,"BELLUS Health Inc., a clinical stage biopharmaceutical company, develops therapeutics for the treatment of chronic cough and other hypersensitization disorders. Its lead drug candidate includes BLU-5937, an oral small molecule antagonist of the P2X3 receptor, which is in Phase II clinical trial for treatment of chronic cough and chronic pruritus. The company was founded in 1993 and is headquartered in Laval, Canada.",Laval,450 680 4500,QC,Canada,[],http://www.bellushealth.com,1,275 Armand-Frappier Boulevard,450 680 4501,Biotechnology,0.0,0.0,1.0,-35542000.0,0.0,-2639.2,,,none,15000.0,-22914500.0,,3.17,,18.106,-0.18316,,,0.364,-0.28777,,81933000.0,484000.0,15000.0,1.046,USD,0.0,17.241,,NMS,BELLUS Health Inc.,BELLUS Health Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_102942,8614c947-7a5d-36f4-aa1d-a6b19d625392,us_market,,12013.186,,,,,,,78337400.0,,,,,1999481.0,0.0255,,1609372800.0,0.68762,-37376000.0,,,,,0.2202,1672444800.0,,1617148800.0,6.05,1619740800.0,44364014.0,-0.566249,180197792.0,4,,1566172800.0,277:1000,,,,16555.305,1622160000.0,,,,,,2740220.0,,,3.12,3.13,3.682971,,0.0,,3.19,,453257.0,3.12,3.0008824,,3.13,453257.0,,,,,,,3.02,USD,,261497.0,,,,248329568.0,,,439704.0,3.02,2.94,900.0,261497.0,4.96,,,2.01,2.93,False,,800.0,3.19,3.17,https://logo.clearbit.com/bellushealth.com,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,
FUND,M5J 2J1,Financial Services,,"Sprott Focus Trust, Inc. is a closed-ended equity mutual fund launched and managed by Sprott Asset Management, LP. The fund is co-managed by Sprott Asset Management USA Inc. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund benchmarks the performance of its portfolio against the Russell 3000 Index. It was formerly known as Royce Focus Trust, Inc. Sprott Focus Trust, Inc. was formed on March 2, 1988 and is domiciled in the United States.",Toronto,416-943-8099,ON,Canada,[],http://sprottfocustrust.com,1,Royal Bank Plaza,416-977-9555,Asset Management,0.0,1.98254,1.0,,0.543,0.63361,,,none,6769419.0,,,8.3,0.477,0.701,0.01079,,,,0.05613,,73427.0,0.0,6769419.0,0.002,USD,0.225,0.077,,NGM,"Sprott Focus Trust, Inc. - Clos","Sprott Focus Trust, Inc.",America/New_York,EDT,True,-14400000.0,,EQUITY,,,finmb_3203475,a8d211a1-4628-3159-aabc-065d0c5268e3,us_market,,37.356,,,,,,,29626000.0,,,,8.076,5210.0,0.0002,,1609372800.0,0.22836,13420663.0,0.446,,,1.0277365,0.45281,1672444800.0,,1609372800.0,0.14,1622160000.0,,1.230141,252881184.0,2,,,,,,0.567,36.32451,1625011200.0,,,,,0.00029999999,9636.0,,,8.23,8.29,8.124855,0.06682868,1.4031,,8.31,,50885.0,8.23,8.327941,0.55,8.29,50885.0,,,0.46,1623369600.0,,,8.23,USD,18.609865,14503.0,,,,245895808.0,,,39892.0,8.23,8.25,800.0,14503.0,9.18,,7.2,5.76,8.22,False,0.0552,800.0,8.31,8.3,https://logo.clearbit.com/sprottfocustrust.com,2021-08-07,South Tower 200 Bay Street Suite 2700,,,,,,,,,,,,,,,,,,,,,,,,
PCOM,M5H 2G4,Communication Services,265.0,"Points International Ltd. provides e-commerce and technology solutions to loyalty industry in the United States, Europe, and internationally. It operates through three segments: Loyalty Currency Retailing, Platform Partners, and Points Travel. The Loyalty Currency Retailing segment provides products and services designed to help loyalty program members unlock the value of their loyalty currency and accelerate the time to a reward, including buy, gift, transfer, reinstate, accelerator and status miles services. The Platform Partners segment offers various applications that are connected to and enabled by the functionality of the loyalty commerce platform (LCP); and provides loyalty programs, merchants, and other consumer service applications leverage the LCP to distribute loyalty currency and loyalty commerce transactions through multiple channels, including loyalty program, co-branded, and third-party channels. The Points Travel segment provides online travel bookings, including Points Travel and PointsHound services. The company was founded in 2000 and is headquartered in Toronto, Canada.",Toronto,416 595 0000,ON,Canada,[],http://www.points.com,1,111 Richmond Street West,416 595 6444,Internet Content & Information,0.0058999998,-0.03788,0.15108,2400000.0,-0.213,-0.01233,1179000.0,13.0,buy,35003000.0,1360625.0,14.5,15.75,,1.532,-0.010989999,2.0,14.5,3.562,-0.15787,16.0,84682000.0,2060000.0,199739008.0,6.384,USD,15.091,1.458,2.0,NCM,"Points International, Ltd.",Points International Ltd.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_3018936,71c6f9ba-8fd0-3abd-b030-cf6c7e3a3cf0,us_market,,0.722,,122.314,,,0.39,,14914900.0,,,,4.36,17291.0,0.0011999999,,1609372800.0,0.67473,-7567000.0,-0.572,,,3.6123853,0.12652001,1672444800.0,,1617148800.0,0.58,1619740800.0,10854408.0,1.919578,144207904.0,2,,1296604800.0,1:10,,,,1.1760831,1622160000.0,1.48,,40.384617,,,22471.0,,,16.09,16.2,16.094213,,0.0,,16.44,,9412.0,16.09,17.040857,,16.2,9412.0,,,,,,,15.51,USD,,20665.0,,,,234909680.0,,,15850.0,15.51,16.0,1000.0,20665.0,18.9,,,9.24,15.9,False,,1100.0,16.44,15.75,https://logo.clearbit.com/points.com,2021-08-08,Suite 700,,,,,,,,,,,,,,,,,,,,,,,,
UROY,V6E 2Y3,Energy,,"Uranium Royalty Corp. operates as a pure-play uranium royalty company. It acquires, accumulates, and manages a portfolio of geographically diversified uranium interests. The company has royalty interests in the Diabase project located in Saskatchewan, Canada; the Anderson project, the Slick Rock project, and the Workman Creek project; and the Langer Heinrich uranium project in Namibia. It also holds royalty interests in the Church Rock, Dewey-Burdock, Lance, Roca Honda, Reno Creek, Roughrider, and Michelin Projects. The company was incorporated in 2017 and is headquartered in Vancouver, Canada.",Vancouver,604 396 8222,BC,Canada,[],http://www.uraniumroyalty.com,1,1030 West Georgia Street,,Uranium,0.0,0.0,0.0,-1197036.0,,0.0,,,none,-108137.0,-1490029.0,,2.61,,134.767,-0.0115,,,0.059,-0.01329,,41127232.0,40000.0,,0.569,CAD,,132.033,,NCM,Uranium Royalty Corp.,Uranium Royalty Corp.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_540293252,8a20a8ae-e9d5-3ab2-b371-5c5ea62c7c66,us_market,,,,,,,,,78327200.0,,,,,97002.0,0.0011999999,,1588204800.0,0.045500003,-882887.0,,,,,0.21622999,1651276800.0,,1612051200.0,0.32,1619740800.0,56269347.0,,149592656.0,4,,,,,,,,1622160000.0,,,,,,85545.0,,,2.65,2.7,2.8799014,,0.0,,2.7,,85350.0,2.65,2.6553142,,2.7,85350.0,,,,,,,2.6,USD,,74724.0,,,,204433984.0,,,224918.0,2.6,2.73,1200.0,74724.0,3.81,,,2.25,2.7,False,,2200.0,2.7,2.61,https://logo.clearbit.com/uraniumroyalty.com,2021-08-08,Suite 1830,,,,,,,,,,,,,,,,,,,,,,,,
